4.918574988842010498e-01,5.010794997215270996e-01,4.814301431179046631e-01,5.341549515724182129e-01,6.909493207931518555e-01,4.875471591949462891e-01,4.864289164543151855e-01,5.161685943603515625e-01,5.044045448303222656e-01,6.719464063644409180e-01,5.018028020858764648e-01,4.787111282348632812e-01,4.662535786628723145e-01,5.049017667770385742e-01,4.904336035251617432e-01,4.991354346275329590e-01,4.983581900596618652e-01,5.151700973510742188e-01,5.092073082923889160e-01,5.129292607307434082e-01,5.225951075553894043e-01,4.907923042774200439e-01,5.079615116119384766e-01,4.998607933521270752e-01,4.538992047309875488e-01,5.017092823982238770e-01,5.042381286621093750e-01,6.848626136779785156e-01,5.090596675872802734e-01,5.191832780838012695e-01,4.849396944046020508e-01,5.100881457328796387e-01,4.895295202732086182e-01,4.859120249748229980e-01,5.670765042304992676e-01,5.112547874450683594e-01,6.286193728446960449e-01,5.089258551597595215e-01,5.011404752731323242e-01,4.834944605827331543e-01,5.088934302330017090e-01,5.100458264350891113e-01,5.007480382919311523e-01,5.055891275405883789e-01,4.835173487663269043e-01,5.093415379524230957e-01,4.909655749797821045e-01,3.382834196090698242e-01,6.683984398841857910e-01,5.230550765991210938e-01,4.900845587253570557e-01,4.901641309261322021e-01,5.108852982521057129e-01,5.109770298004150391e-01,4.900692403316497803e-01,5.078217387199401855e-01,4.903963208198547363e-01,4.655799567699432373e-01,5.080578327178955078e-01,5.055741667747497559e-01,2.948965430259704590e-01,4.920210838317871094e-01,5.070229172706604004e-01,5.012878179550170898e-01,4.818641245365142822e-01,4.968883097171783447e-01,4.957543015480041504e-01,4.885535538196563721e-01,4.989393949508666992e-01,5.159278512001037598e-01
5.067434906959533691e-01,4.917045533657073975e-01,4.918113648891448975e-01,4.932922422885894775e-01,6.696729660034179688e-01,4.859471023082733154e-01,4.831389486789703369e-01,4.936048090457916260e-01,5.068277120590209961e-01,3.397409915924072266e-01,4.923993647098541260e-01,5.043753981590270996e-01,4.898974597454071045e-01,5.147842764854431152e-01,5.006366372108459473e-01,5.003238916397094727e-01,5.047051310539245605e-01,4.937683343887329102e-01,4.969337880611419678e-01,5.013244152069091797e-01,5.059246420860290527e-01,4.922885000705718994e-01,5.065817832946777344e-01,5.077126622200012207e-01,4.999844133853912354e-01,4.874038696289062500e-01,4.998373985290527344e-01,6.833860874176025391e-01,4.964071512222290039e-01,4.920333027839660645e-01,4.994460046291351318e-01,4.970554411411285400e-01,4.942929744720458984e-01,5.107368230819702148e-01,6.626257300376892090e-01,5.091776847839355469e-01,3.327188491821289062e-01,4.908496737480163574e-01,4.999399185180664062e-01,5.008350610733032227e-01,5.120258331298828125e-01,4.929933249950408936e-01,4.927529096603393555e-01,5.050577521324157715e-01,4.954577982425689697e-01,4.974130392074584961e-01,4.984922409057617188e-01,3.852018415927886963e-01,3.127217888832092285e-01,5.000942349433898926e-01,5.022400021553039551e-01,5.066720247268676758e-01,5.021729469299316406e-01,4.932538270950317383e-01,5.054361224174499512e-01,5.007507205009460449e-01,4.985069930553436279e-01,5.136410593986511230e-01,5.121336579322814941e-01,5.016443729400634766e-01,6.884137988090515137e-01,4.946796894073486328e-01,5.054371953010559082e-01,5.082764625549316406e-01,5.012525320053100586e-01,5.036115050315856934e-01,5.038452148437500000e-01,4.981441497802734375e-01,4.983870387077331543e-01,4.945527911186218262e-01
4.988951385021209717e-01,4.837219715118408203e-01,4.866174161434173584e-01,5.504028797149658203e-01,3.294762969017028809e-01,4.970810115337371826e-01,4.913833439350128174e-01,5.279862880706787109e-01,5.104587078094482422e-01,4.246987104415893555e-01,5.005089640617370605e-01,4.729390442371368408e-01,4.376714825630187988e-01,5.134593248367309570e-01,5.005868673324584961e-01,5.135915875434875488e-01,4.936532974243164062e-01,5.360532402992248535e-01,4.975001513957977295e-01,5.205178856849670410e-01,5.368937849998474121e-01,4.895903468132019043e-01,5.109903216361999512e-01,5.017011761665344238e-01,4.185228049755096436e-01,4.966188371181488037e-01,4.936338365077972412e-01,3.236009478569030762e-01,5.118842720985412598e-01,5.067083835601806641e-01,4.891683161258697510e-01,4.961352944374084473e-01,4.982321858406066895e-01,4.980821311473846436e-01,3.836994171142578125e-01,5.328080654144287109e-01,3.030627071857452393e-01,5.145367383956909180e-01,4.869004487991333008e-01,4.804332554340362549e-01,5.197760462760925293e-01,4.918793737888336182e-01,5.217208862304687500e-01,4.833340644836425781e-01,4.533219635486602783e-01,5.042404532432556152e-01,5.028344392776489258e-01,2.808691263198852539e-01,4.177102148532867432e-01,5.416108965873718262e-01,4.976972043514251709e-01,4.779761433601379395e-01,5.116408467292785645e-01,5.079354047775268555e-01,5.128951668739318848e-01,5.321760177612304688e-01,4.659235179424285889e-01,4.599069356918334961e-01,4.989084005355834961e-01,4.859381318092346191e-01,3.377417623996734619e-01,4.973653256893157959e-01,5.059666633605957031e-01,4.772778153419494629e-01,4.709376096725463867e-01,4.878214597702026367e-01,5.198870897293090820e-01,5.180615186691284180e-01,5.004400014877319336e-01,5.187917947769165039e-01
5.031882524490356445e-01,4.981629550457000732e-01,4.897794425487518311e-01,5.004278421401977539e-01,7.213040590286254883e-01,5.018717050552368164e-01,5.018061399459838867e-01,4.728043973445892334e-01,5.076870322227478027e-01,7.071355581283569336e-01,4.995522797107696533e-01,5.089038610458374023e-01,5.337373614311218262e-01,4.941804111003875732e-01,5.020657181739807129e-01,5.050449371337890625e-01,4.864425063133239746e-01,4.917112588882446289e-01,4.840528666973114014e-01,5.044003725051879883e-01,4.896770417690277100e-01,4.965293109416961670e-01,4.849888086318969727e-01,5.054184794425964355e-01,5.131427049636840820e-01,5.031057596206665039e-01,5.110798478126525879e-01,3.659101128578186035e-01,4.977533817291259766e-01,4.985681176185607910e-01,5.127128362655639648e-01,4.999581277370452881e-01,5.007195472717285156e-01,5.013613700866699219e-01,3.363767862319946289e-01,4.882839322090148926e-01,4.071564972400665283e-01,4.952454566955566406e-01,4.946812689304351807e-01,4.949323236942291260e-01,4.937593042850494385e-01,4.916986525058746338e-01,4.987551867961883545e-01,5.033012628555297852e-01,5.081784725189208984e-01,4.935736358165740967e-01,4.968111813068389893e-01,6.988615989685058594e-01,3.102480173110961914e-01,4.896688163280487061e-01,4.908008873462677002e-01,5.056831240653991699e-01,5.009902715682983398e-01,4.963653981685638428e-01,4.984339177608489990e-01,4.809220731258392334e-01,5.036090612411499023e-01,5.027649402618408203e-01,4.926567971706390381e-01,4.918024539947509766e-01,4.452197253704071045e-01,5.068277716636657715e-01,4.939454197883605957e-01,4.958960413932800293e-01,5.044245123863220215e-01,5.028889179229736328e-01,4.913004338741302490e-01,4.894349575042724609e-01,5.050804615020751953e-01,5.037410259246826172e-01
4.900713860988616943e-01,5.107575058937072754e-01,5.160694718360900879e-01,4.430713951587677002e-01,3.041171133518218994e-01,5.162832140922546387e-01,5.164391994476318359e-01,4.783869683742523193e-01,4.994357526302337646e-01,6.799729466438293457e-01,5.002726912498474121e-01,5.259738564491271973e-01,5.546187162399291992e-01,4.842434227466583252e-01,4.986047148704528809e-01,5.020337700843811035e-01,5.045214295387268066e-01,4.609265029430389404e-01,5.172619819641113281e-01,4.676094651222229004e-01,4.815251231193542480e-01,5.044844150543212891e-01,4.838173091411590576e-01,4.911333322525024414e-01,5.778619647026062012e-01,4.959166347980499268e-01,5.025867223739624023e-01,4.290617704391479492e-01,5.073586702346801758e-01,4.988012611865997314e-01,5.182318687438964844e-01,4.926064610481262207e-01,5.048454999923706055e-01,5.063247680664062500e-01,6.873568296432495117e-01,4.586125910282135010e-01,6.876262426376342773e-01,4.941784441471099854e-01,5.117141008377075195e-01,5.169301629066467285e-01,4.872421026229858398e-01,4.899707734584808350e-01,4.865041375160217285e-01,5.023950338363647461e-01,5.456256270408630371e-01,4.906214177608489990e-01,5.006843805313110352e-01,3.810675442218780518e-01,3.017717599868774414e-01,4.598447084426879883e-01,5.202631950378417969e-01,5.196206569671630859e-01,4.731858372688293457e-01,4.911841452121734619e-01,5.121885538101196289e-01,4.957167506217956543e-01,5.196610689163208008e-01,5.482860803604125977e-01,4.877833724021911621e-01,5.072824358940124512e-01,5.122515559196472168e-01,4.998134970664978027e-01,4.910633563995361328e-01,5.266276001930236816e-01,5.231286287307739258e-01,5.104796290397644043e-01,4.921087324619293213e-01,4.950155317783355713e-01,4.941350519657135010e-01,4.863126575946807861e-01
4.971948862075805664e-01,4.726753532886505127e-01,4.777653217315673828e-01,5.789191126823425293e-01,4.747838675975799561e-01,4.970037341117858887e-01,4.960941672325134277e-01,5.321930050849914551e-01,5.022503137588500977e-01,5.400232672691345215e-01,5.010411739349365234e-01,4.681532979011535645e-01,4.029451012611389160e-01,5.261908173561096191e-01,4.828794598579406738e-01,4.960970282554626465e-01,5.133813619613647461e-01,5.483048558235168457e-01,4.783668220043182373e-01,5.266890525817871094e-01,5.466701388359069824e-01,5.002445578575134277e-01,5.283613204956054688e-01,4.942558407783508301e-01,3.967667520046234131e-01,5.037084221839904785e-01,4.872686266899108887e-01,3.283040523529052734e-01,5.228023529052734375e-01,5.053954124450683594e-01,4.701529443264007568e-01,5.106076598167419434e-01,4.910737872123718262e-01,4.894514381885528564e-01,7.102351188659667969e-01,5.505065321922302246e-01,5.590417385101318359e-01,5.365290641784667969e-01,4.963897764682769775e-01,4.683448374271392822e-01,5.303158164024353027e-01,4.939775466918945312e-01,5.369098782539367676e-01,4.950427412986755371e-01,4.434627592563629150e-01,5.080873370170593262e-01,4.998126924037933350e-01,6.844927072525024414e-01,6.498913764953613281e-01,5.445312857627868652e-01,4.889982044696807861e-01,4.834140539169311523e-01,5.141173601150512695e-01,5.123548507690429688e-01,5.063905119895935059e-01,5.176918506622314453e-01,4.957284629344940186e-01,4.470869898796081543e-01,5.083370208740234375e-01,4.718115329742431641e-01,6.984567642211914062e-01,5.073840022087097168e-01,4.998771548271179199e-01,4.675617218017578125e-01,4.797288775444030762e-01,4.922784566879272461e-01,5.210106372833251953e-01,5.137922763824462891e-01,4.972733855247497559e-01,5.237920880317687988e-01
4.965569376945495605e-01,5.234454274177551270e-01,5.189729332923889160e-01,4.596762657165527344e-01,6.342894434928894043e-01,5.120473504066467285e-01,5.154673457145690918e-01,4.954144954681396484e-01,4.907360374927520752e-01,3.252695202827453613e-01,4.993463754653930664e-01,5.202723741531372070e-01,5.464887022972106934e-01,4.939833283424377441e-01,5.177855491638183594e-01,4.980440139770507812e-01,5.010914802551269531e-01,4.801174998283386230e-01,5.034674406051635742e-01,4.911164343357086182e-01,4.857239127159118652e-01,5.030747652053833008e-01,4.889197051525115967e-01,5.012874603271484375e-01,5.616181492805480957e-01,5.003121495246887207e-01,5.006840229034423828e-01,3.321160078048706055e-01,4.681252539157867432e-01,4.992934167385101318e-01,5.132368803024291992e-01,4.854528605937957764e-01,5.020792484283447266e-01,5.108949542045593262e-01,3.080219626426696777e-01,4.746904671192169189e-01,6.878578662872314453e-01,4.950428903102874756e-01,5.096926689147949219e-01,5.141733288764953613e-01,4.719544053077697754e-01,5.014191865921020508e-01,4.850946962833404541e-01,5.135890841484069824e-01,5.270533561706542969e-01,5.082846283912658691e-01,4.992041885852813721e-01,3.506639301776885986e-01,6.465446949005126953e-01,4.810357689857482910e-01,5.031670331954956055e-01,5.134768486022949219e-01,4.973545968532562256e-01,4.979031085968017578e-01,4.982303380966186523e-01,4.904922246932983398e-01,5.091125965118408203e-01,5.292054414749145508e-01,4.843366444110870361e-01,5.129587650299072266e-01,6.479333043098449707e-01,5.139137506484985352e-01,4.941216707229614258e-01,5.066633224487304688e-01,5.045916438102722168e-01,5.095098018646240234e-01,4.978313446044921875e-01,5.015584230422973633e-01,5.080487132072448730e-01,4.939665198326110840e-01
5.075015425682067871e-01,5.124042034149169922e-01,5.167329907417297363e-01,4.624970555305480957e-01,3.163650631904602051e-01,5.063286423683166504e-01,5.027750134468078613e-01,4.975021183490753174e-01,4.829094707965850830e-01,6.777154803276062012e-01,5.057165026664733887e-01,5.133861899375915527e-01,5.166031122207641602e-01,4.814151227474212646e-01,4.955727159976959229e-01,4.961307346820831299e-01,5.014785528182983398e-01,4.884963035583496094e-01,5.230802893638610840e-01,4.841214120388031006e-01,4.703768491744995117e-01,5.113621354103088379e-01,4.977016448974609375e-01,5.032033324241638184e-01,5.382220745086669922e-01,5.018101334571838379e-01,4.990041851997375488e-01,6.845626831054687500e-01,4.896594285964965820e-01,4.831676185131072998e-01,5.035129785537719727e-01,4.998977780342102051e-01,5.038340687751770020e-01,5.072312355041503906e-01,3.308757245540618896e-01,4.990052282810211182e-01,3.316149711608886719e-01,4.872986674308776855e-01,5.191627144813537598e-01,5.162838697433471680e-01,4.960559606552124023e-01,5.082613229751586914e-01,4.816637635231018066e-01,4.917129874229431152e-01,5.215176939964294434e-01,5.041064023971557617e-01,5.095296502113342285e-01,5.240305066108703613e-01,6.817986965179443359e-01,4.822826385498046875e-01,4.911341369152069092e-01,5.061151385307312012e-01,4.975934326648712158e-01,4.911037981510162354e-01,4.949607849121093750e-01,4.934841692447662354e-01,4.940920472145080566e-01,5.130282640457153320e-01,5.079221129417419434e-01,4.997659325599670410e-01,6.752341389656066895e-01,5.000855326652526855e-01,4.999776184558868408e-01,5.154495239257812500e-01,5.169242620468139648e-01,4.902768135070800781e-01,4.962656199932098389e-01,5.047560334205627441e-01,5.042001008987426758e-01,4.897933304309844971e-01
4.997624158859252930e-01,5.096759796142578125e-01,5.110904574394226074e-01,4.535821676254272461e-01,4.782170057296752930e-01,5.112336874008178711e-01,5.102750658988952637e-01,4.731994569301605225e-01,4.956176280975341797e-01,3.158544301986694336e-01,5.080713629722595215e-01,5.208706855773925781e-01,5.857418775558471680e-01,4.812989532947540283e-01,5.101959109306335449e-01,4.951974153518676758e-01,4.895632565021514893e-01,4.528458714485168457e-01,4.948957860469818115e-01,4.778540134429931641e-01,4.648091793060302734e-01,5.047746300697326660e-01,4.739591181278228760e-01,4.992826282978057861e-01,5.790457725524902344e-01,5.030733942985534668e-01,4.993951916694641113e-01,4.581944644451141357e-01,4.816924929618835449e-01,4.863563477993011475e-01,5.255762934684753418e-01,4.950706660747528076e-01,5.132611393928527832e-01,5.103451013565063477e-01,6.807886362075805664e-01,4.680082201957702637e-01,3.542892932891845703e-01,4.721017479896545410e-01,5.018877983093261719e-01,5.320057272911071777e-01,4.686667323112487793e-01,5.177664756774902344e-01,4.826619625091552734e-01,4.893603324890136719e-01,5.355694293975830078e-01,4.887028634548187256e-01,5.103271603584289551e-01,6.664916872978210449e-01,6.682028770446777344e-01,4.526868164539337158e-01,5.086054205894470215e-01,5.109164118766784668e-01,4.876755475997924805e-01,4.960273802280426025e-01,4.929259121417999268e-01,4.817380905151367188e-01,5.166415572166442871e-01,5.492757558822631836e-01,4.885579645633697510e-01,5.148388147354125977e-01,2.808225750923156738e-01,4.899606108665466309e-01,4.965019226074218750e-01,5.169899463653564453e-01,5.300773382186889648e-01,5.052803754806518555e-01,4.988286793231964111e-01,4.883146286010742188e-01,4.959145486354827881e-01,4.634481966495513916e-01
5.083236694335937500e-01,4.947250485420227051e-01,5.085523128509521484e-01,5.214890837669372559e-01,3.689547777175903320e-01,4.881804883480072021e-01,4.967530369758605957e-01,5.130037069320678711e-01,5.001409649848937988e-01,3.157940506935119629e-01,4.923268556594848633e-01,4.861055910587310791e-01,4.603819251060485840e-01,5.046142935752868652e-01,4.972245395183563232e-01,4.975444674491882324e-01,5.074414014816284180e-01,5.287257432937622070e-01,4.908644258975982666e-01,5.152029991149902344e-01,5.013517737388610840e-01,5.070574283599853516e-01,5.144446492195129395e-01,4.965479969978332520e-01,4.594588577747344971e-01,5.087661147117614746e-01,5.022214651107788086e-01,6.922869086265563965e-01,5.157954096794128418e-01,5.119102001190185547e-01,4.782432913780212402e-01,5.147984623908996582e-01,4.988910555839538574e-01,4.802350103855133057e-01,3.424271941184997559e-01,5.058345794677734375e-01,7.041738629341125488e-01,5.074640512466430664e-01,4.797885417938232422e-01,4.913980364799499512e-01,5.144972801208496094e-01,4.977427721023559570e-01,5.128545165061950684e-01,5.120104551315307617e-01,4.842220544815063477e-01,4.897651672363281250e-01,4.918532669544219971e-01,6.914404630661010742e-01,3.563094735145568848e-01,5.292549729347229004e-01,5.033878087997436523e-01,4.872618615627288818e-01,5.025753974914550781e-01,5.038045048713684082e-01,4.935632646083831787e-01,5.046522617340087891e-01,4.988099634647369385e-01,4.684441089630126953e-01,5.059463381767272949e-01,5.095702409744262695e-01,4.186007678508758545e-01,4.974725246429443359e-01,5.076991915702819824e-01,4.794395267963409424e-01,4.875799417495727539e-01,5.022308230400085449e-01,4.884156584739685059e-01,5.047607421875000000e-01,4.999312758445739746e-01,5.120381116867065430e-01
